status,shortlong,forceIndex,trend2min,trend5min,trend10min,trend15min,buildDate
LOSS,VENDIDO,205,-130,-235,-300,-280,1569343440000
LOSS,COMPRADO,105,10,0,65,110,1569343740000
GAIN,VENDIDO,90,-10,-35,-80,-100,1569344040000
GAIN,COMPRADO,145,75,165,115,140,1569344640000
LOSS,VENDIDO,80,10,15,-30,-55,1569345840000
LOSS,COMPRADO,165,0,5,125,145,1569346440000
GAIN,VENDIDO,95,-20,-95,-105,-85,1569347640000
GAIN,COMPRADO,245,300,270,275,300,1569348840000
LOSS,VENDIDO,110,-20,-35,-65,-35,1569349440000
GAIN,VENDIDO,160,30,-185,-170,-135,1569350340000
GAIN,COMPRADO,90,5,10,80,50,1569351840000
LOSS,VENDIDO,110,-10,-30,-115,-135,1569353040000
LOSS,COMPRADO,105,60,50,65,105,1569354540000
GAIN,COMPRADO,113,40,110,135,0,1569413040000
LOSS,COMPRADO,80,5,-10,15,35,1569413640000
GAIN,VENDIDO,90,-40,-90,-125,-95,1569413940000
GAIN,COMPRADO,95,55,85,100,100,1569415140000
GAIN,COMPRADO,210,35,185,175,195,1569418440000
GAIN,VENDIDO,110,50,-50,-160,-195,1569419040000
GAIN,VENDIDO,125,70,-30,-105,-85,1569419940000
GAIN,VENDIDO,85,20,40,-65,-130,1569421140000
GAIN,VENDIDO,260,85,-250,-225,-320,1569421440000
GAIN,COMPRADO,80,15,50,140,150,1569421740000
GAIN,COMPRADO,260,170,335,255,293,1569423240000
GAIN,COMPRADO,170,20,-10,50,170,1569423840000
GAIN,COMPRADO,190,120,165,125,210,1569424440000
GAIN,VENDIDO,80,5,35,5,-10,1569425340000
LOSS,COMPRADO,105,15,30,50,80,1569431340000
LOSS,VENDIDO,140,-20,-5,-87,-135,1569431940000
GAIN,COMPRADO,190,15,115,185,215,1569434340000
GAIN,COMPRADO,185,65,155,315,350,1569434640000
GAIN,COMPRADO,110,75,75,95,65,1569435540000
GAIN,COMPRADO,80,10,20,40,40,1569436440000
GAIN,COMPRADO,95,-20,-65,125,70,1569499740000
GAIN,VENDIDO,85,-30,-20,-40,-75,1569500340000
GAIN,VENDIDO,155,-50,-130,-125,-80,1569501540000
GAIN,COMPRADO,110,-30,20,155,165,1569504540000
GAIN,VENDIDO,235,-200,-225,-240,-100,1569504840000
LOSS,COMPRADO,170,195,280,255,10,1569505440000
GAIN,VENDIDO,135,-25,-30,-25,-20,1569505740000
GAIN,COMPRADO,120,90,110,155,80,1569506640000
GAIN,VENDIDO,215,-20,-75,-155,-200,1569506940000
LOSS,COMPRADO,115,5,50,135,105,1569508140000
GAIN,COMPRADO,95,55,80,85,85,1569509340000
GAIN,VENDIDO,110,35,25,-110,-200,1569509940000
GAIN,COMPRADO,180,30,15,135,165,1569511740000
GAIN,COMPRADO,145,120,155,135,110,1569512040000
GAIN,COMPRADO,280,-65,275,415,395,1569512340000
GAIN,COMPRADO,100,45,95,85,105,1569513540000
GAIN,COMPRADO,100,70,95,115,105,1569515940000
GAIN,COMPRADO,140,120,150,160,150,1569519540000
LOSS,VENDIDO,180,-60,-25,-35,-155,1569524040000
GAIN,COMPRADO,105,-40,20,40,110,1569524640000
GAIN,COMPRADO,120,60,90,110,140,1569524940000
GAIN,COMPRADO,165,125,150,135,200,1569526140000
GAIN,VENDIDO,90,-10,-45,-75,-70,1569526740000
LOSS,VENDIDO,95,-20,-40,-95,-100,1569527640000
GAIN,COMPRADO,145,15,0,90,130,1569527940000
LOSS,VENDIDO,120,5,-25,-110,-135,1569530940000
LOSS,VENDIDO,120,-15,-35,-90,-100,1569589740000
GAIN,COMPRADO,190,105,180,200,180,1569591240000
GAIN,VENDIDO,200,-140,-165,-35,-15,1569591540000
LOSS,COMPRADO,170,55,135,180,150,1569594540000
LOSS,VENDIDO,110,-10,-10,-140,-90,1569596040000
GAIN,COMPRADO,90,-25,5,90,65,1569596340000
GAIN,COMPRADO,85,-5,0,-5,80,1569596640000
LOSS,COMPRADO,320,30,310,345,375,1569597540000
LOSS,VENDIDO,175,-20,25,-165,185,1569597840000
GAIN,VENDIDO,265,245,-180,-285,-235,1569598740000
LOSS,VENDIDO,165,-5,30,-265,-220,1569599340000
LOSS,COMPRADO,95,-25,-25,90,75,1569599940000
GAIN,VENDIDO,150,-15,-85,-105,-180,1569600240000
LOSS,VENDIDO,230,-215,-235,-265,-205,1569601140000
LOSS,VENDIDO,120,-85,-70,-120,-155,1569602940000
LOSS,VENDIDO,85,30,50,-75,-105,1569603840000
GAIN,VENDIDO,150,-5,-35,-105,-130,1569606540000
GAIN,VENDIDO,145,-140,-130,-125,-160,1569610140000
GAIN,COMPRADO,115,10,35,75,135,1569610740000
GAIN,COMPRADO,95,-5,20,40,95,1569611040000
GAIN,COMPRADO,135,80,85,150,155,1569611640000
GAIN,VENDIDO,80,-20,-30,-60,-55,1569614940000
GAIN,VENDIDO,125,15,25,-115,0,1569845040000
GAIN,VENDIDO,90,5,0,-60,-55,1569848640000
GAIN,VENDIDO,95,-15,-20,-125,-75,1569849540000
LOSS,VENDIDO,100,-85,-80,-160,-55,1569851940000
GAIN,COMPRADO,160,90,70,80,130,1569852840000
GAIN,VENDIDO,110,-105,-85,-145,-120,1569853740000
GAIN,VENDIDO,90,-30,-55,-90,-70,1569854640000
GAIN,VENDIDO,80,45,-5,-75,-135,1569854940000
LOSS,VENDIDO,115,-20,-80,-115,-130,1569855840000
LOSS,COMPRADO,135,25,55,25,126,1569857340000
GAIN,COMPRADO,80,55,65,85,-5,1569858240000
LOSS,VENDIDO,125,-95,-125,-145,-125,1569860340000
GAIN,COMPRADO,85,-10,30,55,-10,1569860640000
GAIN,COMPRADO,120,90,100,115,150,1569864840000
GAIN,COMPRADO,90,30,30,110,110,1569868440000
GAIN,COMPRADO,85,90,100,95,95,1569869040000
LOSS,COMPRADO,85,25,85,65,65,1569872340000
GAIN,COMPRADO,85,0,-5,0,-15,1569931740000
GAIN,COMPRADO,155,50,145,140,145,1569937140000
GAIN,VENDIDO,170,0,-40,-170,-195,1569937740000
GAIN,VENDIDO,165,-80,-150,-175,-155,1569938640000
GAIN,VENDIDO,485,-400,-530,-640,-650,1569938940000
GAIN,COMPRADO,80,60,65,105,85,1569940140000
GAIN,VENDIDO,170,-115,-145,-165,-220,1569942240000
GAIN,COMPRADO,100,25,60,95,120,1569943440000
GAIN,VENDIDO,100,-20,-45,-5,-65,1569944340000
GAIN,VENDIDO,130,-45,-65,-110,-125,1569944940000
GAIN,VENDIDO,95,5,-90,-60,-110,1569945840000
GAIN,VENDIDO,80,5,20,50,-75,1569946140000
GAIN,COMPRADO,90,75,125,80,55,1569949440000
LOSS,VENDIDO,130,25,-140,-130,-180,1569952740000
LOSS,VENDIDO,115,-90,-90,-65,-125,1569953340000
GAIN,COMPRADO,80,-20,-15,80,5,1569953640000
GAIN,COMPRADO,85,-55,-30,90,80,1569955740000
GAIN,VENDIDO,110,10,-55,-105,-70,1569957240000
LOSS,VENDIDO,141,-65,-140,-170,0,1570017840000
LOSS,COMPRADO,115,55,70,50,25,1570018140000
LOSS,VENDIDO,85,-10,-45,-50,-5,1570018440000
LOSS,VENDIDO,80,50,-170,-85,-150,1570018740000
LOSS,COMPRADO,85,15,55,95,100,1570019640000
GAIN,VENDIDO,325,-70,-40,-330,-530,1570022040000
GAIN,VENDIDO,340,35,-10,30,-120,1570022340000
GAIN,COMPRADO,145,80,115,160,150,1570022640000
LOSS,VENDIDO,285,-100,-300,-380,-250,1570023240000
GAIN,VENDIDO,110,-125,-165,-150,-460,1570023540000
GAIN,COMPRADO,85,25,85,80,115,1570025340000
GAIN,VENDIDO,310,-260,-310,-300,-330,1570026240000
GAIN,VENDIDO,165,-135,-75,-430,-460,1570026540000
LOSS,VENDIDO,95,45,5,-140,-235,1570026840000
GAIN,COMPRADO,140,100,90,120,135,1570027140000
GAIN,VENDIDO,100,-40,-10,-90,-70,1570029240000
LOSS,COMPRADO,80,5,-25,110,70,1570029840000
GAIN,VENDIDO,180,-105,-120,-160,-70,1570030140000
GAIN,VENDIDO,220,-55,-195,-330,-375,1570030440000
GAIN,COMPRADO,100,10,55,120,-135,1570030740000
LOSS,VENDIDO,140,-40,-75,-125,-160,1570031340000
GAIN,VENDIDO,100,5,20,-70,-100,1570031940000
LOSS,VENDIDO,125,-10,-25,-20,-135,1570032840000
GAIN,VENDIDO,175,-45,-90,-185,-180,1570034340000
GAIN,VENDIDO,85,-30,-70,-100,-110,1570034640000
GAIN,COMPRADO,95,20,50,95,65,1570035840000
GAIN,VENDIDO,145,-60,-130,-130,-95,1570037640000
LOSS,VENDIDO,170,-110,-130,-130,-180,1570038540000
LOSS,COMPRADO,120,125,125,105,120,1570039440000
GAIN,COMPRADO,160,30,40,155,148,1570040640000
GAIN,COMPRADO,130,-5,-10,-25,75,1570042140000
GAIN,VENDIDO,90,-40,-100,-45,-95,1570043040000
LOSS,VENDIDO,90,-10,-25,-115,-135,1570043940000
LOSS,VENDIDO,265,-215,-240,-225,-270,1570044540000
GAIN,COMPRADO,105,100,150,90,-120,1570044840000
GAIN,VENDIDO,120,-30,-55,-75,-135,1570045740000
GAIN,VENDIDO,105,-10,-40,-35,-120,1570046940000
LOSS,COMPRADO,105,35,100,70,75,1570047240000
LOSS,VENDIDO,100,65,0,-105,-120,1570049640000
GAIN,COMPRADO,95,0,20,85,130,1570104840000
GAIN,VENDIDO,115,-10,-30,-55,-65,1570106040000
GAIN,VENDIDO,80,-35,-65,-120,-85,1570106340000
LOSS,VENDIDO,80,-5,5,-25,-45,1570106640000
LOSS,VENDIDO,105,-10,-110,-136,-85,1570107540000
GAIN,VENDIDO,110,-65,-60,-75,-80,1570109340000
GAIN,VENDIDO,140,25,-135,-240,-230,1570109640000
GAIN,VENDIDO,255,-95,-300,-285,-460,1570109940000
GAIN,COMPRADO,220,10,10,195,175,1570110540000
GAIN,COMPRADO,195,25,-10,280,395,1570110840000
GAIN,VENDIDO,840,90,-950,-930,-940,1570111440000
GAIN,VENDIDO,160,105,-110,-1060,-1030,1570111740000
LOSS,VENDIDO,95,105,60,-220,-1130,1570112040000
GAIN,COMPRADO,150,125,180,130,80,1570112340000
GAIN,COMPRADO,180,170,135,345,260,1570112640000
GAIN,COMPRADO,205,-135,145,275,510,1570112940000
GAIN,COMPRADO,300,130,290,365,225,1570113540000
GAIN,VENDIDO,320,-135,-125,-265,-125,1570113840000
GAIN,COMPRADO,280,95,135,250,325,1570114740000
GAIN,COMPRADO,380,-70,255,535,660,1570115040000
GAIN,COMPRADO,195,85,160,75,575,1570115340000
GAIN,COMPRADO,260,290,220,285,230,1570115940000
GAIN,VENDIDO,180,-30,-65,-40,40,1570116240000
GAIN,VENDIDO,105,-35,-75,-125,-115,1570116540000
LOSS,VENDIDO,295,-215,-285,-375,-345,1570116840000
GAIN,VENDIDO,115,20,45,-5,-25,1570117740000
GAIN,VENDIDO,80,25,105,-20,-80,1570118040000
LOSS,VENDIDO,90,0,20,0,-105,1570118340000
GAIN,VENDIDO,90,-35,-80,-85,-130,1570119540000
GAIN,VENDIDO,85,15,45,-100,-80,1570119840000
GAIN,COMPRADO,100,-5,35,55,95,1570120440000
LOSS,COMPRADO,120,50,95,145,130,1570120740000
LOSS,VENDIDO,100,10,20,-15,-65,1570121040000
GAIN,COMPRADO,115,-40,45,120,220,1570121940000
GAIN,COMPRADO,205,10,70,165,299,1570122240000
GAIN,COMPRADO,80,120,95,125,85,1570123440000
GAIN,COMPRADO,130,75,55,110,65,1570124040000
GAIN,VENDIDO,195,-60,-85,-180,-175,1570125240000
GAIN,VENDIDO,110,20,60,-15,-200,1570125540000
GAIN,COMPRADO,210,0,170,205,140,1570126740000
GAIN,COMPRADO,100,10,80,45,245,1570127040000
LOSS,VENDIDO,90,-20,-20,-85,-140,1570127940000
GAIN,COMPRADO,165,25,80,140,215,1570128540000
GAIN,VENDIDO,85,-45,-100,-95,-85,1570129140000
LOSS,VENDIDO,125,-10,-140,-65,-135,1570129740000
GAIN,COMPRADO,130,35,90,110,110,1570131540000
GAIN,COMPRADO,85,25,40,45,85,1570131840000
GAIN,COMPRADO,110,150,115,120,50,1570132440000
GAIN,COMPRADO,170,-5,35,255,250,1570132740000
GAIN,COMPRADO,90,5,55,75,105,1570133040000
LOSS,COMPRADO,90,130,110,85,100,1570133640000
GAIN,VENDIDO,90,-20,-10,-55,25,1570133940000
GAIN,COMPRADO,100,-60,-75,125,80,1570134540000
GAIN,COMPRADO,130,25,25,35,150,1570135740000
LOSS,VENDIDO,85,-15,-15,10,0,1570190640000
GAIN,COMPRADO,120,150,115,125,150,1570192140000
GAIN,COMPRADO,540,145,90,660,670,1570192440000
GAIN,VENDIDO,180,-95,-160,-135,-230,1570192740000
GAIN,COMPRADO,225,20,75,225,245,1570193640000
LOSS,COMPRADO,125,-75,145,130,130,1570193940000
GAIN,VENDIDO,195,10,15,-135,-25,1570194240000
GAIN,VENDIDO,140,-90,-145,-105,-285,1570194540000
GAIN,VENDIDO,155,-35,-10,-175,-75,1570195140000
GAIN,COMPRADO,115,210,225,130,75,1570195440000
GAIN,COMPRADO,190,85,165,135,180,1570196040000
LOSS,VENDIDO,185,-300,-215,-135,-65,1570196340000
GAIN,VENDIDO,80,90,-125,-110,-240,1570196940000
LOSS,COMPRADO,225,215,300,330,10,1570197240000
LOSS,COMPRADO,150,50,75,165,145,1570197840000
GAIN,VENDIDO,190,10,-145,-180,-175,1570198140000
GAIN,COMPRADO,185,145,90,110,175,1570198740000
GAIN,VENDIDO,170,-110,-200,-220,-310,1570199340000
GAIN,VENDIDO,95,-65,-100,-115,-225,1570200240000
GAIN,COMPRADO,175,20,60,220,110,1570200840000
GAIN,VENDIDO,95,-55,-155,-75,30,1570201140000
LOSS,COMPRADO,90,-20,-50,80,130,1570201740000
GAIN,VENDIDO,160,-75,-110,-140,-255,1570202640000
GAIN,VENDIDO,145,-45,-15,-105,-175,1570203840000
GAIN,VENDIDO,95,-15,-75,-55,-65,1570204740000
GAIN,COMPRADO,130,65,40,80,110,1570205040000
GAIN,COMPRADO,120,20,50,40,120,1570206240000
LOSS,COMPRADO,210,100,150,215,170,1570207740000
LOSS,VENDIDO,85,-50,-10,-60,-120,1570208940000
LOSS,COMPRADO,110,90,105,95,175,1570209540000
GAIN,COMPRADO,135,60,100,125,90,1570210140000
LOSS,VENDIDO,105,-50,-5,-35,-55,1570210440000
LOSS,COMPRADO,95,40,70,60,120,1570211340000
GAIN,VENDIDO,85,15,60,-35,-90,1570211640000
GAIN,COMPRADO,90,-25,5,85,85,1570213140000
GAIN,COMPRADO,140,5,145,145,155,1570213740000
LOSS,COMPRADO,105,15,55,95,105,1570214340000
GAIN,COMPRADO,95,40,130,85,110,1570215240000
GAIN,COMPRADO,95,0,0,30,75,1570215840000
GAIN,COMPRADO,200,95,175,225,265,1570216140000
LOSS,VENDIDO,80,-10,-35,-40,-160,1570217040000
GAIN,COMPRADO,135,0,125,100,90,1570218540000
GAIN,VENDIDO,120,-60,-70,-80,-105,1570221540000
GAIN,COMPRADO,100,55,25,10,65,1570222440000
GAIN,COMPRADO,105,0,-15,15,45,1570450440000
GAIN,COMPRADO,110,20,-5,110,120,1570453740000
LOSS,VENDIDO,115,-35,-135,-125,-115,1570454040000
LOSS,COMPRADO,130,50,110,100,25,1570454340000
GAIN,VENDIDO,100,-20,-110,-95,-10,1570455840000
GAIN,COMPRADO,205,-70,55,230,300,1570456440000
GAIN,VENDIDO,95,-180,-175,-155,100,1570456740000
GAIN,COMPRADO,180,105,85,105,195,1570457340000
GAIN,VENDIDO,80,-45,-60,-85,-95,1570457940000
GAIN,COMPRADO,110,100,10,125,65,1570458240000
GAIN,VENDIDO,160,-100,-85,-190,-150,1570459140000
LOSS,VENDIDO,175,-85,-110,-130,-185,1570459740000
GAIN,COMPRADO,80,20,20,0,5,1570460040000
GAIN,VENDIDO,220,-10,-135,-190,-160,1570461240000
GAIN,VENDIDO,125,25,-45,-85,-165,1570461840000
LOSS,VENDIDO,100,0,-25,-50,-110,1570464540000
GAIN,VENDIDO,100,-45,-90,-105,-95,1570465440000
LOSS,VENDIDO,240,45,-180,-245,-300,1570465740000
LOSS,VENDIDO,120,5,-30,-145,-140,1570466040000
LOSS,COMPRADO,105,-5,0,115,60,1570466340000
GAIN,COMPRADO,110,20,105,165,190,1570467540000
GAIN,VENDIDO,120,-25,-85,-65,-130,1570468140000
LOSS,COMPRADO,80,65,85,75,95,1570469040000
GAIN,COMPRADO,170,-25,185,150,215,1570469640000
GAIN,COMPRADO,265,105,190,140,455,1570469940000
GAIN,VENDIDO,85,-155,-65,-90,60,1570470240000
GAIN,COMPRADO,205,55,243,200,180,1570471140000
GAIN,VENDIDO,125,-110,-155,-190,145,1570471440000
GAIN,VENDIDO,80,25,-85,-220,-210,1570471740000
GAIN,VENDIDO,285,-175,-285,-335,-495,1570472040000
LOSS,VENDIDO,215,-65,-50,-235,-225,1570474140000
GAIN,VENDIDO,85,5,55,0,-30,1570474440000
GAIN,VENDIDO,80,-80,-50,-35,-105,1570475040000
GAIN,COMPRADO,100,55,95,100,120,1570475640000
GAIN,VENDIDO,160,-95,-155,-190,-240,1570476840000
GAIN,VENDIDO,105,-20,0,-45,-125,1570477140000
GAIN,VENDIDO,90,15,-35,-85,-35,1570477740000
GAIN,VENDIDO,165,-15,-5,-205,-200,1570479540000
GAIN,COMPRADO,95,15,60,75,100,1570480740000
GAIN,COMPRADO,180,35,60,100,175,1570536540000
LOSS,COMPRADO,100,25,60,100,100,1570537440000
GAIN,COMPRADO,125,25,-10,130,105,1570538340000
LOSS,COMPRADO,80,5,15,85,100,1570538640000
LOSS,VENDIDO,85,-30,30,-85,-70,1570539240000
GAIN,COMPRADO,185,10,170,265,265,1570539840000
GAIN,VENDIDO,85,-80,20,-20,-130,1570540440000
GAIN,VENDIDO,230,-80,-85,-95,-230,1570541340000
GAIN,COMPRADO,90,-30,-40,-60,100,1570542540000
GAIN,VENDIDO,160,-55,-140,-185,-230,1570542840000
GAIN,VENDIDO,170,15,-220,-135,-240,1570543440000
LOSS,COMPRADO,198,70,45,295,35,1570544040000
GAIN,COMPRADO,95,35,155,160,285,1570544340000
GAIN,VENDIDO,100,-60,-30,-120,-70,1570544940000
GAIN,COMPRADO,90,60,80,100,-5,1570546440000
GAIN,VENDIDO,105,0,-60,0,70,1570547340000
LOSS,VENDIDO,145,-45,-100,-90,-145,1570548840000
GAIN,VENDIDO,328,22,-48,-193,-183,1570549740000
GAIN,COMPRADO,140,35,15,45,160,1570551840000
GAIN,COMPRADO,160,140,145,160,170,1570553040000
GAIN,VENDIDO,110,-315,-250,70,25,1570553340000
GAIN,VENDIDO,120,-95,-5,-110,-395,1570553640000
LOSS,COMPRADO,105,-20,-30,-10,150,1570554240000
GAIN,COMPRADO,95,-25,35,110,90,1570554840000
GAIN,COMPRADO,135,5,5,105,115,1570555440000
GAIN,VENDIDO,135,-170,-210,-225,-290,1570556940000
GAIN,VENDIDO,80,-20,-110,-175,-260,1570558440000
LOSS,VENDIDO,105,-60,-30,-150,-300,1570559220000
GAIN,VENDIDO,345,-130,-315,-310,-325,1570562640000
LOSS,COMPRADO,205,60,95,155,225,1570562940000
GAIN,VENDIDO,235,-115,-265,-235,-215,1570563540000
GAIN,COMPRADO,100,135,50,-40,-155,1570563840000
GAIN,VENDIDO,80,-5,-30,-100,100,1570564140000
GAIN,VENDIDO,105,-60,-100,-100,-115,1570564440000
LOSS,VENDIDO,90,-190,-155,-95,-95,1570564740000
GAIN,COMPRADO,125,45,45,40,-40,1570565040000
GAIN,VENDIDO,80,-10,0,-35,-55,1570565940000
GAIN,COMPRADO,158,45,155,0,0,1570622640000
GAIN,VENDIDO,85,-5,-85,-135,-150,1570623840000
GAIN,VENDIDO,80,-20,-5,-90,-40,1570624440000
GAIN,COMPRADO,130,50,85,130,105,1570625640000
GAIN,VENDIDO,120,-20,-5,-105,-145,1570626240000
GAIN,VENDIDO,105,20,-20,-75,-95,1570628040000
GAIN,COMPRADO,115,-60,-5,-5,150,1570628640000
GAIN,COMPRADO,155,25,15,75,160,1570628940000
GAIN,VENDIDO,305,-5,-235,-270,-230,1570629240000
GAIN,COMPRADO,110,20,165,95,-175,1570629540000
LOSS,VENDIDO,85,-85,-85,-50,-72,1570630140000
LOSS,COMPRADO,105,105,135,120,155,1570631040000
GAIN,VENDIDO,170,55,95,0,-140,1570631940000
LOSS,VENDIDO,100,65,-60,15,-85,1570632240000
GAIN,VENDIDO,120,-55,-105,-30,-205,1570632540000
GAIN,COMPRADO,90,15,70,110,25,1570632840000
LOSS,COMPRADO,90,40,35,125,110,1570633140000
GAIN,VENDIDO,140,-5,-55,-85,-65,1570633440000
GAIN,COMPRADO,140,60,60,120,130,1570634640000
GAIN,VENDIDO,80,-35,-35,-70,-75,1570636440000
LOSS,COMPRADO,85,-10,0,-10,-35,1570637040000
GAIN,VENDIDO,180,-60,-80,-190,-215,1570637340000
GAIN,COMPRADO,150,165,130,140,135,1570637640000
LOSS,COMPRADO,85,10,25,15,85,1570638240000
LOSS,VENDIDO,90,20,-15,-55,-60,1570638540000
GAIN,COMPRADO,110,25,65,75,75,1570638840000
LOSS,COMPRADO,225,95,235,200,230,1570639740000
LOSS,VENDIDO,90,15,0,-65,5,1570640040000
GAIN,COMPRADO,130,0,25,170,135,1570640340000
GAIN,COMPRADO,120,20,135,200,180,1570642740000
GAIN,COMPRADO,135,20,55,160,280,1570643040000
LOSS,VENDIDO,105,-60,-120,-75,-110,1570643640000
GAIN,COMPRADO,90,-5,-40,110,135,1570645140000
GAIN,COMPRADO,120,30,15,135,170,1570645440000
GAIN,COMPRADO,100,-15,75,85,120,1570646940000
LOSS,COMPRADO,85,60,85,88,60,1570647240000
LOSS,VENDIDO,85,10,20,-15,-40,1570647540000
LOSS,VENDIDO,115,-10,-85,-50,-150,1570648740000
GAIN,COMPRADO,120,10,45,60,65,1570649040000
LOSS,VENDIDO,355,-10,35,-125,-280,1570650540000
GAIN,COMPRADO,165,50,140,145,155,1570650840000
GAIN,VENDIDO,85,30,-55,60,75,1570651140000
LOSS,VENDIDO,120,-30,-85,-100,-95,1570652340000
GAIN,COMPRADO,120,5,-20,115,110,1570653240000
LOSS,COMPRADO,321,80,275,340,0,1570709040000
GAIN,VENDIDO,140,-60,-140,-130,-140,1570712640000
GAIN,COMPRADO,120,10,75,105,55,1570713840000
GAIN,COMPRADO,380,165,335,350,380,1570714440000
GAIN,COMPRADO,85,15,35,110,90,1570715040000
GAIN,COMPRADO,205,95,105,295,310,1570715640000
LOSS,VENDIDO,115,25,-100,-125,-150,1570716540000
GAIN,COMPRADO,165,-75,90,175,160,1570718940000
LOSS,COMPRADO,160,110,110,70,335,1570719240000
GAIN,VENDIDO,80,20,40,5,-40,1570719840000
LOSS,COMPRADO,105,110,50,15,120,1570720440000
GAIN,VENDIDO,105,-15,-45,-130,-25,1570721040000
LOSS,VENDIDO,80,-85,-55,-105,-65,1570723140000
GAIN,VENDIDO,80,-75,-65,-105,-80,1570723740000
GAIN,VENDIDO,215,-170,-200,-215,-215,1570725240000
LOSS,COMPRADO,100,30,60,75,75,1570726740000
GAIN,COMPRADO,200,100,75,210,235,1570729140000
GAIN,VENDIDO,350,80,-395,-360,-370,1570730940000
GAIN,COMPRADO,165,25,35,130,-235,1570731240000
GAIN,VENDIDO,120,-55,-125,-145,-80,1570731840000
GAIN,VENDIDO,90,-20,25,-10,-55,1570733040000
GAIN,COMPRADO,105,80,30,110,70,1570733340000
LOSS,COMPRADO,80,20,10,35,40,1570733940000
GAIN,COMPRADO,130,15,15,120,125,1570735140000
GAIN,COMPRADO,100,-15,10,85,85,1570736040000
GAIN,VENDIDO,105,0,-10,-105,-80,1570736340000
GAIN,COMPRADO,140,15,40,140,145,1570736940000
GAIN,COMPRADO,210,215,225,240,220,1570739640000
LOSS,COMPRADO,80,45,85,30,225,1570739940000
GAIN,VENDIDO,180,5,-110,-105,0,1570795740000
GAIN,COMPRADO,125,-5,45,110,170,1570800240000
GAIN,COMPRADO,80,-35,0,90,130,1570800540000
GAIN,COMPRADO,280,145,160,250,290,1570800840000
GAIN,COMPRADO,190,190,155,165,195,1570801740000
GAIN,COMPRADO,95,60,120,145,140,1570802340000
GAIN,COMPRADO,120,110,140,105,145,1570802940000
LOSS,COMPRADO,140,-10,130,110,260,1570803240000
GAIN,COMPRADO,80,15,45,85,85,1570806540000
GAIN,COMPRADO,85,35,60,-25,135,1570807440000
GAIN,VENDIDO,145,-65,-105,-105,-150,1570808340000
GAIN,VENDIDO,80,-60,-75,-50,-105,1570808640000
LOSS,COMPRADO,90,-5,75,105,110,1570811340000
LOSS,VENDIDO,190,-20,-5,-195,-130,1570811640000
GAIN,COMPRADO,85,30,60,20,90,1570812240000
GAIN,COMPRADO,110,75,110,140,175,1570812540000
GAIN,VENDIDO,105,-45,30,-65,-130,1570813440000
GAIN,VENDIDO,95,-55,-75,-65,-115,1570814640000
GAIN,COMPRADO,370,-95,400,390,290,1570815240000
LOSS,VENDIDO,95,-15,-95,335,275,1570815540000
LOSS,COMPRADO,125,30,65,100,170,1570815840000
GAIN,VENDIDO,95,-30,-15,-10,10,1570816140000
GAIN,VENDIDO,95,35,-80,-140,-95,1570816440000
GAIN,VENDIDO,120,-10,-20,-155,-225,1570817040000
GAIN,COMPRADO,95,15,-25,100,65,1570818540000
LOSS,VENDIDO,90,-175,-160,-190,-205,1570821240000
LOSS,VENDIDO,100,5,5,-30,-80,1570823640000
GAIN,COMPRADO,99,-20,-20,0,0,1571054640000
GAIN,COMPRADO,105,15,30,125,130,1571056740000
GAIN,COMPRADO,125,0,15,140,215,1571059740000
GAIN,COMPRADO,190,5,200,275,325,1571060040000
GAIN,VENDIDO,85,0,5,5,-20,1571061240000
GAIN,COMPRADO,135,105,170,160,165,1571061540000
GAIN,COMPRADO,100,40,30,65,165,1571062140000
LOSS,VENDIDO,150,-100,-145,-190,-110,1571062440000
GAIN,COMPRADO,170,25,130,70,200,1571063640000
GAIN,COMPRADO,80,85,80,70,75,1571066040000
GAIN,VENDIDO,130,15,-25,-140,-120,1571066940000
GAIN,COMPRADO,150,20,80,160,165,1571070840000
GAIN,COMPRADO,125,40,110,95,100,1571074140000
GAIN,COMPRADO,80,35,90,100,145,1571074740000
GAIN,COMPRADO,115,15,35,85,170,1571078640000
GAIN,COMPRADO,115,135,120,310,345,1571085240000
GAIN,VENDIDO,101,-5,-15,0,0,1571141040000
GAIN,VENDIDO,95,-25,15,0,-65,1571142840000
GAIN,COMPRADO,215,165,205,140,205,1571145240000
GAIN,COMPRADO,135,125,65,290,315,1571145540000
LOSS,VENDIDO,185,-120,-210,-125,-90,1571147040000
GAIN,VENDIDO,210,-195,-180,-265,-395,1571147640000
GAIN,COMPRADO,80,40,110,70,-60,1571147940000
GAIN,COMPRADO,130,65,145,185,235,1571148240000
GAIN,VENDIDO,100,-60,-55,-45,25,1571148540000
GAIN,COMPRADO,235,130,105,175,145,1571148840000
GAIN,COMPRADO,135,45,55,145,135,1571150340000
GAIN,COMPRADO,140,5,30,20,155,1571151240000
GAIN,COMPRADO,135,20,50,140,160,1571151540000
GAIN,COMPRADO,110,55,80,120,120,1571152140000
GAIN,COMPRADO,90,20,35,40,85,1571152740000
LOSS,VENDIDO,85,-40,-75,-90,-90,1571160240000
GAIN,COMPRADO,80,-5,25,30,90,1571160540000
GAIN,VENDIDO,100,-90,-120,-115,-150,1571161740000
GAIN,VENDIDO,105,-25,-95,-120,-130,1571162640000
GAIN,VENDIDO,105,45,-90,-95,-60,1571165340000
GAIN,VENDIDO,85,-45,-80,-115,-90,1571168940000
GAIN,VENDIDO,85,5,-30,-40,-90,1571169540000
