status,shortlong,forceIndex,trend2min,trend5min,trend10min,trend15min,buildDate
GAIN,VENDIDO,80,-15,-40,-95,-120,1565980740000
LOSS,VENDIDO,80,-20,-15,50,-65,1565981040000
GAIN,COMPRADO,80,90,95,75,95,1565981640000
GAIN,VENDIDO,110,0,15,-40,-30,1565983440000
GAIN,COMPRADO,130,35,85,145,90,1565984940000
GAIN,COMPRADO,135,165,200,150,220,1565985240000
GAIN,COMPRADO,140,45,65,143,190,1565986440000
LOSS,VENDIDO,90,5,-10,-55,-70,1565987340000
LOSS,VENDIDO,95,-125,-120,-100,-75,1565987940000
GAIN,COMPRADO,85,-20,-20,-30,65,1565988240000
GAIN,VENDIDO,80,-25,-15,-80,-50,1566217140000
LOSS,VENDIDO,90,-30,-85,-90,-105,1566218640000
GAIN,VENDIDO,90,-50,10,-55,-85,1566219840000
GAIN,VENDIDO,135,15,-165,-225,-220,1566220140000
GAIN,COMPRADO,160,115,150,175,230,1566221040000
GAIN,VENDIDO,265,35,-240,-195,-65,1566221640000
GAIN,VENDIDO,185,-120,-130,-225,-115,1566222240000
GAIN,VENDIDO,85,-105,5,-300,-330,1566222540000
LOSS,VENDIDO,95,40,90,0,-145,1566223440000
LOSS,VENDIDO,85,-45,-135,-130,-105,1566224040000
LOSS,COMPRADO,100,-5,20,75,40,1566224340000
GAIN,COMPRADO,140,-30,90,115,145,1566225240000
GAIN,VENDIDO,115,-10,-55,-75,-135,1566229440000
GAIN,VENDIDO,80,-5,10,-65,-95,1566230640000
LOSS,COMPRADO,160,15,-5,170,155,1566233340000
GAIN,VENDIDO,130,-80,-50,-50,-140,1566233640000
GAIN,VENDIDO,165,-40,-115,-125,-195,1566235740000
GAIN,VENDIDO,290,-155,-235,-395,-415,1566236040000
LOSS,VENDIDO,300,-265,-250,-505,-630,1566236340000
GAIN,COMPRADO,135,-5,40,135,-125,1566236640000
GAIN,COMPRADO,105,35,55,100,150,1566236940000
LOSS,COMPRADO,155,10,45,30,145,1566237540000
LOSS,VENDIDO,240,-140,-190,-240,-315,1566238440000
GAIN,COMPRADO,95,80,130,105,155,1566239340000
GAIN,VENDIDO,95,-85,-115,-65,-85,1566239940000
GAIN,VENDIDO,105,-180,-170,-195,-145,1566240240000
GAIN,VENDIDO,175,-95,-210,-170,-355,1566240540000
GAIN,VENDIDO,200,-135,-80,-320,-410,1566240840000
GAIN,VENDIDO,110,-15,-35,-155,-20,1566241440000
GAIN,COMPRADO,140,55,15,170,150,1566242340000
GAIN,COMPRADO,85,-5,40,20,55,1566243240000
LOSS,COMPRADO,95,30,30,80,90,1566243840000
GAIN,COMPRADO,190,10,20,190,225,1566245040000
GAIN,COMPRADO,155,75,275,245,0,1566302640000
GAIN,COMPRADO,120,0,35,155,355,1566302940000
GAIN,COMPRADO,95,-5,65,15,35,1566303540000
LOSS,COMPRADO,125,5,15,25,125,1566304440000
GAIN,VENDIDO,95,-50,-45,-55,-85,1566305040000
GAIN,VENDIDO,85,25,10,-15,-75,1566305340000
LOSS,VENDIDO,235,-90,-195,-215,-205,1566306240000
GAIN,VENDIDO,650,-30,-210,-235,-740,1566306540000
GAIN,VENDIDO,430,365,-40,-360,-605,1566306840000
GAIN,COMPRADO,145,-105,210,460,-80,1566307140000
GAIN,VENDIDO,115,-15,-30,-40,5,1566307740000
GAIN,VENDIDO,160,140,-135,-200,-160,1566308040000
LOSS,COMPRADO,230,0,55,310,65,1566308340000
LOSS,VENDIDO,115,-105,-165,-15,-200,1566308940000
GAIN,COMPRADO,190,-115,0,195,185,1566309540000
GAIN,COMPRADO,265,155,235,415,540,1566309840000
GAIN,COMPRADO,180,-75,220,370,635,1566310140000
GAIN,COMPRADO,215,35,45,180,475,1566310440000
GAIN,COMPRADO,160,60,220,265,330,1566310740000
GAIN,VENDIDO,110,95,-110,-120,-70,1566311340000
GAIN,VENDIDO,310,-120,-115,-135,-280,1566311640000
LOSS,COMPRADO,445,325,370,380,425,1566312240000
GAIN,VENDIDO,150,-5,-40,-90,-75,1566312540000
GAIN,VENDIDO,260,-100,-245,-295,-230,1566314040000
LOSS,VENDIDO,165,-5,-45,-165,-195,1566314640000
GAIN,COMPRADO,95,110,120,210,100,1566315240000
GAIN,COMPRADO,80,-30,15,65,95,1566316140000
LOSS,COMPRADO,80,0,0,90,60,1566317640000
GAIN,VENDIDO,140,-115,-100,-120,-85,1566318240000
GAIN,COMPRADO,105,25,75,120,65,1566318540000
GAIN,COMPRADO,90,-60,-10,135,90,1566320040000
LOSS,COMPRADO,145,80,40,140,125,1566321240000
GAIN,VENDIDO,130,-25,-5,-65,-75,1566321540000
GAIN,VENDIDO,115,85,70,10,-205,1566322740000
GAIN,COMPRADO,145,-20,45,135,190,1566323040000
GAIN,COMPRADO,125,-50,95,115,180,1566323340000
GAIN,VENDIDO,80,20,-25,-80,-45,1566323940000
GAIN,VENDIDO,205,-195,-180,-230,-260,1566324240000
LOSS,COMPRADO,90,100,50,145,65,1566325140000
GAIN,COMPRADO,100,25,60,40,70,1566326040000
GAIN,VENDIDO,125,-45,-100,-145,-140,1566326640000
LOSS,VENDIDO,145,-55,-95,-125,-125,1566327840000
GAIN,COMPRADO,140,15,40,65,135,1566328440000
LOSS,COMPRADO,125,45,110,145,200,1566329340000
LOSS,VENDIDO,240,-170,-120,-160,-240,1566331140000
GAIN,VENDIDO,135,-35,-85,-120,-130,1566333540000
GAIN,COMPRADO,240,15,0,190,0,1566389040000
GAIN,COMPRADO,95,105,55,95,145,1566389340000
GAIN,VENDIDO,85,-55,-60,-65,-85,1566390540000
GAIN,COMPRADO,90,-40,95,130,65,1566392640000
GAIN,VENDIDO,135,-80,25,-190,-55,1566392940000
GAIN,VENDIDO,155,-135,-125,-50,-145,1566393240000
GAIN,VENDIDO,275,-75,-240,-195,-160,1566394440000
GAIN,COMPRADO,365,395,400,150,175,1566394740000
GAIN,VENDIDO,155,-75,-290,-155,145,1566395340000
LOSS,VENDIDO,130,-80,-150,-195,-225,1566396540000
GAIN,COMPRADO,135,45,95,115,180,1566397140000
GAIN,COMPRADO,100,60,25,65,115,1566397740000
LOSS,VENDIDO,220,-75,-165,-190,-310,1566398340000
GAIN,COMPRADO,140,30,80,100,220,1566398940000
GAIN,COMPRADO,210,110,160,190,260,1566399540000
GAIN,COMPRADO,175,35,20,25,315,1566399840000
GAIN,VENDIDO,155,-80,-100,-145,-135,1566400740000
GAIN,COMPRADO,355,180,335,385,405,1566401940000
GAIN,VENDIDO,90,5,-10,-30,-130,1566402840000
GAIN,COMPRADO,120,150,220,185,135,1566403140000
LOSS,VENDIDO,85,-45,-80,-140,55,1566403740000
GAIN,COMPRADO,90,15,55,15,50,1566404940000
GAIN,VENDIDO,90,-15,-40,-110,-65,1566406740000
GAIN,COMPRADO,110,55,95,105,130,1566407940000
LOSS,VENDIDO,120,-70,-55,-85,-105,1566408840000
GAIN,COMPRADO,135,25,50,145,100,1566410640000
GAIN,VENDIDO,85,30,-180,-35,-55,1566410940000
GAIN,COMPRADO,85,15,5,65,35,1566412140000
GAIN,VENDIDO,85,-25,-55,-10,-135,1566412440000
GAIN,COMPRADO,465,395,445,410,415,1566413040000
GAIN,VENDIDO,85,-125,-135,365,330,1566413340000
GAIN,COMPRADO,120,-30,-5,45,-25,1566413940000
GAIN,COMPRADO,100,-75,50,135,135,1566414240000
GAIN,VENDIDO,145,-50,-10,-75,-100,1566414840000
GAIN,COMPRADO,130,115,155,190,165,1566415440000
LOSS,COMPRADO,135,10,-15,135,105,1566416040000
GAIN,VENDIDO,95,5,-40,-15,-105,1566416340000
GAIN,COMPRADO,95,95,60,85,115,1566417240000
LOSS,COMPRADO,80,10,30,55,90,1566420840000
GAIN,VENDIDO,90,-40,-105,-100,-145,1566475740000
GAIN,COMPRADO,230,-15,35,90,180,1566477540000
GAIN,COMPRADO,195,80,50,225,315,1566477840000
GAIN,COMPRADO,145,75,30,180,235,1566478140000
GAIN,VENDIDO,190,-110,50,-35,-140,1566479640000
GAIN,VENDIDO,115,-30,-10,20,-70,1566480240000
LOSS,VENDIDO,90,-70,-85,-70,-145,1566480540000
GAIN,COMPRADO,190,-20,30,195,115,1566480840000
GAIN,COMPRADO,275,40,25,25,170,1566481140000
GAIN,VENDIDO,170,-110,-240,-155,-110,1566481440000
LOSS,COMPRADO,115,-25,-40,200,115,1566482040000
GAIN,VENDIDO,340,-110,-250,-290,-290,1566482940000
GAIN,VENDIDO,105,-65,-235,-360,-475,1566483240000
GAIN,VENDIDO,85,80,-15,-35,-60,1566484140000
GAIN,VENDIDO,80,5,-65,-95,-100,1566484440000
GAIN,COMPRADO,185,20,130,220,220,1566486540000
LOSS,VENDIDO,95,-85,-35,-155,-45,1566486840000
LOSS,COMPRADO,105,50,40,100,140,1566488340000
GAIN,COMPRADO,130,40,95,140,185,1566489840000
LOSS,COMPRADO,85,35,20,105,130,1566490140000
GAIN,VENDIDO,150,-40,-35,-75,-85,1566490440000
GAIN,VENDIDO,90,-25,-50,-85,-115,1566491040000
LOSS,VENDIDO,180,-135,-185,-230,-180,1566491940000
GAIN,COMPRADO,85,30,0,25,20,1566492240000
GAIN,VENDIDO,90,-75,-15,-65,-95,1566493140000
GAIN,COMPRADO,80,-5,-40,15,90,1566494640000
GAIN,VENDIDO,175,-35,-85,-110,-185,1566496140000
GAIN,VENDIDO,115,-80,-85,-120,-25,1566498540000
GAIN,COMPRADO,100,-25,20,95,110,1566499140000
GAIN,COMPRADO,90,55,70,115,120,1566499440000
GAIN,VENDIDO,105,5,10,-45,-80,1566500640000
LOSS,VENDIDO,85,-30,-30,0,-65,1566502440000
GAIN,VENDIDO,255,20,-225,-250,-210,1566503940000
GAIN,VENDIDO,95,-30,-10,-110,-350,1566504240000
GAIN,VENDIDO,905,-275,-745,0,0,1566561840000
LOSS,COMPRADO,80,5,5,-5,-105,1566562440000
GAIN,VENDIDO,180,-25,-100,-180,-105,1566562740000
LOSS,VENDIDO,305,90,-335,-305,-350,1566563340000
GAIN,COMPRADO,90,130,170,105,170,1566563940000
GAIN,VENDIDO,105,-65,-105,-90,50,1566564240000
GAIN,COMPRADO,150,130,80,120,140,1566565140000
GAIN,VENDIDO,100,115,20,-30,0,1566565440000
GAIN,VENDIDO,280,-265,-240,-315,-240,1566566040000
GAIN,COMPRADO,200,-10,200,-15,-20,1566566340000
GAIN,COMPRADO,105,-80,75,105,435,1566566640000
LOSS,COMPRADO,115,55,90,110,210,1566566940000
GAIN,COMPRADO,140,180,190,220,315,1566567240000
LOSS,VENDIDO,320,-115,-160,10,-155,1566567540000
GAIN,VENDIDO,125,-75,-70,-180,-300,1566568140000
GAIN,COMPRADO,145,-45,125,90,55,1566568440000
GAIN,COMPRADO,195,135,85,170,310,1566568740000
GAIN,COMPRADO,390,-110,175,440,560,1566569040000
LOSS,COMPRADO,110,-130,-130,-55,595,1566569340000
LOSS,VENDIDO,110,-20,140,215,-205,1566569640000
GAIN,COMPRADO,90,35,85,75,145,1566569940000
GAIN,VENDIDO,165,60,-35,-115,-25,1566570240000
GAIN,VENDIDO,90,55,-95,-100,-65,1566570540000
GAIN,COMPRADO,150,60,115,150,135,1566571140000
GAIN,VENDIDO,155,-35,-255,-115,-65,1566571440000
GAIN,COMPRADO,200,95,205,150,210,1566572040000
GAIN,VENDIDO,110,-75,-105,-35,35,1566572340000
LOSS,VENDIDO,1135,-235,-635,-680,-1275,1566572640000
GAIN,VENDIDO,445,-195,-505,-471,-1130,1566572940000
LOSS,COMPRADO,310,-95,210,260,45,1566573540000
GAIN,VENDIDO,150,80,40,-115,150,1566573840000
GAIN,VENDIDO,170,40,35,-115,-175,1566574440000
GAIN,VENDIDO,245,-75,-225,-255,-385,1566574740000
GAIN,VENDIDO,100,-40,-130,-195,-60,1566575340000
GAIN,VENDIDO,80,-70,60,-5,-190,1566576240000
GAIN,COMPRADO,180,20,20,120,105,1566576840000
GAIN,VENDIDO,160,-45,-95,-85,-150,1566577440000
LOSS,VENDIDO,220,-75,-215,-270,-310,1566577740000
GAIN,COMPRADO,250,60,135,190,160,1566578040000
GAIN,VENDIDO,115,-30,-105,-130,-135,1566578940000
LOSS,VENDIDO,90,-90,-65,-110,-140,1566579240000
LOSS,COMPRADO,180,-15,120,185,115,1566579540000
GAIN,VENDIDO,125,-110,-25,-165,-5,1566579840000
GAIN,VENDIDO,210,-5,15,-200,-310,1566580140000
LOSS,COMPRADO,145,15,5,85,170,1566580440000
LOSS,COMPRADO,155,45,85,135,160,1566581640000
GAIN,COMPRADO,205,40,35,210,305,1566582540000
LOSS,COMPRADO,325,225,270,320,330,1566582840000
GAIN,VENDIDO,110,55,30,-105,155,1566583140000
LOSS,VENDIDO,95,-35,-45,0,-5,1566583440000
GAIN,COMPRADO,85,-95,-30,30,20,1566583740000
GAIN,VENDIDO,85,-60,-50,-70,-140,1566584340000
LOSS,COMPRADO,170,50,50,60,100,1566584640000
LOSS,COMPRADO,150,20,95,60,145,1566585240000
GAIN,VENDIDO,150,-65,-170,-95,-150,1566585540000
GAIN,VENDIDO,245,-150,-155,-380,-385,1566585840000
GAIN,COMPRADO,150,5,30,10,190,1566586740000
GAIN,VENDIDO,100,-5,-25,-70,35,1566587940000
LOSS,VENDIDO,140,-20,-65,-140,-45,1566589440000
GAIN,COMPRADO,130,160,205,130,110,1566590340000
LOSS,COMPRADO,170,90,125,255,335,1566590640000
LOSS,VENDIDO,80,-15,-35,-80,-55,1566591840000
GAIN,COMPRADO,195,10,-30,190,230,1566821340000
GAIN,VENDIDO,125,30,-55,-115,-95,1566821940000
GAIN,COMPRADO,115,50,95,65,135,1566822240000
GAIN,VENDIDO,180,-130,-95,-195,-175,1566822840000
GAIN,COMPRADO,95,20,15,45,50,1566823140000
LOSS,COMPRADO,240,-15,190,185,205,1566824340000
GAIN,VENDIDO,135,15,30,-75,95,1566824640000
GAIN,VENDIDO,285,-255,-175,-235,-235,1566825240000
GAIN,VENDIDO,120,-70,-145,-330,-410,1566825540000
LOSS,COMPRADO,140,60,105,155,105,1566826140000
GAIN,VENDIDO,80,-40,-200,-30,-30,1566826920000
LOSS,VENDIDO,270,-380,-330,-305,-305,1566827340000
GAIN,VENDIDO,110,-55,-140,-100,-415,1566827940000
GAIN,VENDIDO,200,-60,-135,-275,-375,1566828240000
GAIN,VENDIDO,180,-80,25,-160,-210,1566828840000
GAIN,VENDIDO,105,10,25,-165,-290,1566829140000
GAIN,VENDIDO,155,-265,-180,-200,-195,1566829740000
GAIN,VENDIDO,125,-100,-165,-165,-315,1566830340000
GAIN,VENDIDO,150,-75,-90,-190,-145,1566831840000
GAIN,COMPRADO,95,45,90,100,185,1566832440000
LOSS,COMPRADO,205,50,75,130,215,1566833040000
GAIN,VENDIDO,80,-25,-90,-95,-85,1566833640000
GAIN,VENDIDO,95,-30,-100,-120,-140,1566833940000
LOSS,VENDIDO,100,-40,5,-105,-115,1566836040000
GAIN,COMPRADO,105,35,65,55,115,1566836340000
LOSS,COMPRADO,130,125,165,125,180,1566836640000
GAIN,VENDIDO,105,-30,-80,-135,-90,1566837240000
GAIN,VENDIDO,145,-20,-10,-25,-150,1566839640000
GAIN,VENDIDO,405,135,-340,-360,-380,1566839940000
GAIN,COMPRADO,85,25,110,30,200,1566840240000
GAIN,VENDIDO,155,-105,-240,-170,-75,1566840540000
LOSS,VENDIDO,220,-210,-180,-250,-450,1566840840000
GAIN,VENDIDO,145,-65,-130,-135,-170,1566842040000
GAIN,VENDIDO,100,-70,-65,-130,-115,1566842340000
GAIN,COMPRADO,120,-25,90,120,25,1566844440000
GAIN,VENDIDO,90,-15,-20,-65,-50,1566848340000
GAIN,COMPRADO,125,-5,45,125,155,1566849240000
GAIN,COMPRADO,110,90,65,105,65,1566849540000
LOSS,COMPRADO,95,-30,0,145,130,1566849840000
GAIN,VENDIDO,235,-30,-175,-230,-245,1566850140000
LOSS,VENDIDO,910,-625,-750,-750,-1110,1566850440000
LOSS,COMPRADO,390,5,40,395,-290,1566850740000
GAIN,VENDIDO,80,-35,-95,-30,-50,1566851040000
LOSS,VENDIDO,260,0,-15,-255,-345,1566851340000
GAIN,VENDIDO,95,-65,-150,-110,-150,1566851640000
GAIN,VENDIDO,205,-55,-145,-180,-350,1566851940000
GAIN,COMPRADO,195,25,35,120,80,1566852240000
GAIN,VENDIDO,135,-45,-115,-150,-90,1566852540000
GAIN,COMPRADO,185,35,175,160,185,1566907440000
LOSS,VENDIDO,110,-90,-170,-130,175,1566907740000
GAIN,COMPRADO,120,110,105,140,200,1566908340000
LOSS,COMPRADO,530,-30,40,135,370,1566909240000
GAIN,COMPRADO,120,15,30,-50,120,1566910440000
GAIN,COMPRADO,195,-75,85,180,170,1566911340000
LOSS,VENDIDO,155,-90,-140,-135,-170,1566912240000
LOSS,COMPRADO,130,80,-5,5,105,1566912540000
GAIN,COMPRADO,350,225,315,335,380,1566912840000
GAIN,COMPRADO,125,45,40,100,480,1566913140000
GAIN,COMPRADO,155,-65,155,140,145,1566913440000
GAIN,COMPRADO,125,-70,-50,55,275,1566913740000
GAIN,VENDIDO,195,-20,-275,-270,-120,1566914040000
LOSS,VENDIDO,110,-130,-130,-65,-45,1566914640000
GAIN,VENDIDO,135,-125,-180,-135,-185,1566915240000
LOSS,VENDIDO,210,-85,-50,-330,-375,1566915540000
GAIN,VENDIDO,115,-45,-190,-190,-440,1566915840000
GAIN,COMPRADO,225,-70,80,195,165,1566916440000
GAIN,COMPRADO,215,40,140,165,395,1566916740000
GAIN,COMPRADO,215,100,165,225,385,1566917040000
LOSS,VENDIDO,125,85,-65,-150,-35,1566917340000
GAIN,VENDIDO,335,-175,-305,-370,-320,1566917940000
LOSS,COMPRADO,265,-30,115,90,-75,1566918240000
GAIN,VENDIDO,125,35,-35,-130,-30,1566918540000
GAIN,VENDIDO,190,-55,-140,-125,-190,1566918840000
GAIN,COMPRADO,95,20,-5,-30,65,1566919740000
LOSS,VENDIDO,175,-45,-130,-245,-170,1566920640000
GAIN,VENDIDO,85,-140,-160,-90,-130,1566920940000
GAIN,VENDIDO,220,-125,-165,-195,-350,1566921240000
GAIN,VENDIDO,235,-60,-15,-235,-415,1566921540000
GAIN,COMPRADO,130,20,-60,65,180,1566923040000
GAIN,VENDIDO,255,-220,-155,-250,-245,1566923340000
GAIN,VENDIDO,235,-350,-385,-410,-485,1566923640000
GAIN,COMPRADO,170,25,120,220,250,1566924540000
GAIN,VENDIDO,230,-130,-210,-245,-170,1566924840000
GAIN,VENDIDO,265,-135,-350,-230,-450,1566925140000
GAIN,COMPRADO,105,-50,-25,70,-220,1566925440000
GAIN,COMPRADO,80,-110,-60,130,60,1566925740000
GAIN,COMPRADO,360,130,160,330,365,1566927240000
GAIN,COMPRADO,250,-70,15,400,545,1566927540000
GAIN,VENDIDO,150,30,-85,-260,105,1566927840000
GAIN,COMPRADO,100,-10,75,30,115,1566928740000
GAIN,COMPRADO,115,30,75,195,135,1566929940000
LOSS,COMPRADO,240,65,360,240,285,1566930840000
LOSS,COMPRADO,155,125,155,175,275,1566932040000
LOSS,COMPRADO,395,330,485,505,465,1566932640000
GAIN,VENDIDO,130,15,15,-25,-30,1566933540000
GAIN,VENDIDO,120,-95,-70,-110,-150,1566934140000
GAIN,COMPRADO,100,15,60,45,135,1566934740000
LOSS,COMPRADO,110,55,-40,170,135,1566935040000
GAIN,VENDIDO,295,-35,-70,-265,-190,1566935340000
GAIN,VENDIDO,290,-160,-105,-280,-400,1566935640000
LOSS,COMPRADO,90,-60,-5,-55,-45,1566935940000
GAIN,COMPRADO,110,35,0,-35,110,1566936540000
GAIN,COMPRADO,90,60,60,80,70,1566937140000
GAIN,VENDIDO,155,-10,-105,-175,-230,1566994140000
GAIN,VENDIDO,105,-50,-105,-250,-245,1566994440000
LOSS,COMPRADO,195,80,125,240,240,1566996240000
GAIN,VENDIDO,100,-20,-25,-90,85,1566996540000
GAIN,COMPRADO,190,-45,-10,105,60,1566997740000
LOSS,COMPRADO,145,-10,10,125,225,1566998340000
GAIN,VENDIDO,90,-10,-150,-80,-120,1566998640000
GAIN,VENDIDO,215,-165,-260,-255,-175,1566999240000
LOSS,COMPRADO,255,30,25,55,-110,1566999540000
GAIN,COMPRADO,195,180,310,270,285,1566999840000
GAIN,COMPRADO,135,-60,175,250,385,1567000140000
GAIN,COMPRADO,290,175,295,265,540,1567000440000
LOSS,COMPRADO,345,310,350,435,555,1567000740000
GAIN,COMPRADO,1745,-20,-90,-10,-20,1567001340000
GAIN,VENDIDO,90,0,45,-50,-100,1567001640000
LOSS,COMPRADO,85,0,20,85,60,1567001940000
GAIN,COMPRADO,220,190,230,250,280,1567002240000
LOSS,VENDIDO,80,-30,-55,100,155,1567002540000
GAIN,COMPRADO,160,45,185,200,135,1567003440000
GAIN,VENDIDO,205,-145,-145,-195,-260,1567004640000
LOSS,COMPRADO,85,15,45,75,100,1567005540000
GAIN,COMPRADO,100,-20,-60,115,125,1567005840000
GAIN,COMPRADO,155,125,140,145,255,1567006140000
GAIN,VENDIDO,150,-95,-150,-105,-110,1567007040000
GAIN,COMPRADO,210,160,175,230,250,1567010940000
LOSS,COMPRADO,225,20,10,205,275,1567011540000
GAIN,VENDIDO,140,-30,25,-120,-185,1567012440000
LOSS,VENDIDO,85,-65,-70,-30,-130,1567013640000
LOSS,COMPRADO,145,20,40,-10,70,1567013940000
LOSS,COMPRADO,250,-10,205,255,215,1567014540000
GAIN,VENDIDO,160,-60,-160,-170,-150,1567015140000
GAIN,COMPRADO,90,20,75,50,80,1567015740000
GAIN,VENDIDO,85,5,-5,-75,-45,1567016640000
LOSS,COMPRADO,195,100,110,160,145,1567017240000
GAIN,VENDIDO,115,-10,30,-20,-25,1567017540000
GAIN,COMPRADO,120,135,90,115,130,1567018740000
LOSS,VENDIDO,165,-40,-65,-45,-175,1567023540000
GAIN,COMPRADO,90,-30,-30,20,55,1567023840000
LOSS,VENDIDO,210,-10,-65,-55,-220,1567024440000
GAIN,COMPRADO,710,-135,375,0,0,1567080240000
GAIN,VENDIDO,185,15,70,-115,-400,1567080540000
GAIN,COMPRADO,110,100,145,245,165,1567081140000
GAIN,VENDIDO,85,20,10,-120,-145,1567082040000
GAIN,VENDIDO,170,-180,-165,-165,-170,1567082940000
GAIN,VENDIDO,255,-30,-185,-220,-285,1567083840000
GAIN,VENDIDO,110,125,-115,-90,-110,1567084740000
GAIN,COMPRADO,100,110,65,80,25,1567085040000
GAIN,COMPRADO,320,125,175,415,360,1567085340000
GAIN,COMPRADO,125,60,125,265,365,1567085640000
LOSS,VENDIDO,245,15,-205,-225,-40,1567085940000
GAIN,VENDIDO,80,-215,-160,-165,-5,1567086540000
GAIN,COMPRADO,145,100,105,105,5,1567086840000
GAIN,COMPRADO,115,90,105,135,115,1567087140000
GAIN,VENDIDO,145,-15,-90,-45,-35,1567087440000
LOSS,COMPRADO,175,65,240,80,45,1567087740000
LOSS,COMPRADO,105,-40,70,110,-35,1567088640000
GAIN,VENDIDO,190,-50,-95,-175,-275,1567089840000
GAIN,VENDIDO,100,-55,-130,-5,-75,1567091340000
GAIN,COMPRADO,120,15,55,125,-15,1567091640000
GAIN,COMPRADO,145,-40,60,-45,135,1567091940000
GAIN,COMPRADO,335,55,270,385,325,1567092240000
LOSS,VENDIDO,200,-25,-140,-5,110,1567092540000
GAIN,VENDIDO,85,-40,-80,-85,-70,1567095240000
GAIN,COMPRADO,110,-45,35,130,70,1567096740000
GAIN,COMPRADO,120,75,45,120,160,1567097040000
LOSS,COMPRADO,115,-80,55,115,110,1567097340000
LOSS,COMPRADO,95,55,70,105,125,1567098240000
GAIN,COMPRADO,205,80,95,180,190,1567099140000
LOSS,VENDIDO,85,-10,-80,-70,-90,1567099740000
GAIN,COMPRADO,160,25,0,135,180,1567100340000
LOSS,COMPRADO,105,65,100,60,115,1567101240000
LOSS,VENDIDO,120,-70,-75,-100,-15,1567101540000
GAIN,COMPRADO,100,20,10,95,125,1567102440000
GAIN,COMPRADO,150,75,145,170,190,1567103340000
GAIN,COMPRADO,80,15,50,35,185,1567103640000
GAIN,COMPRADO,100,30,85,45,115,1567103940000
GAIN,VENDIDO,95,-5,-50,-60,-100,1567104540000
GAIN,COMPRADO,95,0,50,50,55,1567105440000
GAIN,COMPRADO,160,0,60,50,180,1567112040000
GAIN,COMPRADO,310,25,110,315,0,1567166640000
LOSS,VENDIDO,100,5,-25,-125,-85,1567167540000
GAIN,VENDIDO,120,-55,-100,-95,-130,1567168440000
GAIN,VENDIDO,105,-50,-120,-150,-195,1567169940000
LOSS,COMPRADO,100,35,55,10,-80,1567170240000
GAIN,VENDIDO,120,-85,-140,-110,-185,1567170840000
GAIN,COMPRADO,90,-10,40,45,80,1567171440000
GAIN,VENDIDO,90,-5,50,-95,-105,1567171740000
GAIN,VENDIDO,170,-85,-170,-145,-205,1567172340000
GAIN,VENDIDO,85,-50,-90,-70,-310,1567172640000
GAIN,COMPRADO,345,255,335,295,310,1567173240000
LOSS,VENDIDO,150,-215,-340,50,175,1567173540000
GAIN,COMPRADO,185,190,155,-105,360,1567173840000
GAIN,VENDIDO,195,-105,-135,-140,-150,1567174440000
GAIN,VENDIDO,85,-25,-30,-80,-240,1567174740000
LOSS,COMPRADO,115,-60,25,110,225,1567175640000
GAIN,COMPRADO,95,55,65,100,135,1567175940000
GAIN,COMPRADO,95,70,165,155,190,1567176240000
GAIN,COMPRADO,110,5,140,145,250,1567176540000
GAIN,VENDIDO,325,-15,-155,-260,-375,1567177440000
GAIN,VENDIDO,190,55,-135,-205,-220,1567178040000
GAIN,VENDIDO,125,-90,-125,-135,-175,1567178640000
GAIN,COMPRADO,245,-5,20,240,215,1567179240000
GAIN,VENDIDO,80,-35,-45,-35,-85,1567179540000
GAIN,COMPRADO,135,50,100,125,120,1567180140000
GAIN,VENDIDO,85,-25,-55,-80,-80,1567182240000
LOSS,COMPRADO,240,30,0,225,215,1567188240000
LOSS,COMPRADO,95,90,90,75,100,1567188540000
LOSS,VENDIDO,105,-40,-25,-35,-115,1567188840000
GAIN,COMPRADO,165,45,120,165,125,1567189140000
GAIN,COMPRADO,135,15,15,120,140,1567189740000
LOSS,COMPRADO,125,-25,-5,110,120,1567191540000
GAIN,COMPRADO,170,15,30,145,70,1567193640000
LOSS,VENDIDO,80,-55,-40,-65,-45,1567194240000
GAIN,COMPRADO,115,35,40,100,135,1567194840000
LOSS,COMPRADO,100,20,60,115,150,1567195140000
GAIN,VENDIDO,225,-95,-135,0,0,1567425840000
LOSS,VENDIDO,100,-15,-35,-25,-120,1567427940000
GAIN,COMPRADO,240,145,150,190,210,1567429440000
GAIN,VENDIDO,100,-95,-90,-115,-150,1567430640000
GAIN,VENDIDO,215,-75,-185,-235,-315,1567431540000
LOSS,VENDIDO,120,0,-45,-100,-115,1567432440000
GAIN,COMPRADO,195,30,25,20,-5,1567433040000
GAIN,COMPRADO,130,5,35,105,100,1567433640000
GAIN,COMPRADO,115,10,15,145,180,1567433940000
GAIN,COMPRADO,100,95,109,125,135,1567434240000
LOSS,COMPRADO,80,-35,-55,80,115,1567435440000
GAIN,VENDIDO,100,-60,-85,-110,-100,1567437240000
GAIN,VENDIDO,80,-35,-50,-55,-146,1567437540000
GAIN,VENDIDO,235,-160,-160,-190,-205,1567439340000
LOSS,COMPRADO,100,65,20,75,-115,1567439640000
GAIN,VENDIDO,85,-130,-110,-135,-125,1567442040000
GAIN,VENDIDO,80,5,35,65,-105,1567443840000
GAIN,COMPRADO,95,5,100,110,195,1567446540000
GAIN,COMPRADO,120,-10,125,110,120,1567448340000
GAIN,VENDIDO,210,-30,-185,-245,-215,1567449840000
GAIN,VENDIDO,150,-25,-55,-125,-335,1567450140000
GAIN,VENDIDO,160,-60,-70,-155,-150,1567452840000
